museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_latitud,gmaps_longitud,link_sic,fecha_mod,aprox_loc
1764,Museo Güelu,Arte,8/1/2010,"Fundación Fernando Cué Gómez, A.C.",17,Morelos,7,Cuernavaca,1,Cuernavaca,Ixcateopan 101,Col. Vista Hermosa,62290,777 311 65 72,http://www.museoguelu.org.mx/,,museo@museoguelu.org.mx,,18.93161,-99.22212,http://sic.gob.mx/ficha.php?table=museo&table_id=1764,10/11/2023 05:03,
639,Museo   Mariano Matamoros,Historia,1/1/1984,Secretaría de Cultura del Estado de Morelos,17,Morelos,10,Jantetelco,1,Jantetelco,Calle Reforma 55,Centro,62970,(777) 318 10 62 ,,,museomarianomatamoros@gmail.com,,18.71571,-98.77816,http://sic.gob.mx/ficha.php?table=museo&table_id=639,7/17/2019 04:56,
1043,Museo de Sitio de Xochicalco,Arqueología,4/10/1996,Secretaría de Cultura/INAH,17,Morelos,15,Miacatlán,1,Miacatlán,Carr. Federal Xochicalco-Tetlama s/n,Col. Xochicalco,62609,737 374 30 91,,http://www.inah.gob.mx/es/red-de-museos/250-museo-de-sitio-de-xochicalco,xochicalco.mor@inah.gob.mx; cuauhtli_medina@inah.gob.mx,,18.80219,-99.29105,http://sic.gob.mx/ficha.php?table=museo&table_id=1043,6/23/2022 16:09,
1846,Museo Comunitario de Ocuituco,TND,1/23/2018,Grupo Cultural Siena Ocuituco A.C.,17,Morelos,16,Ocuituco,1,Ocuituco,Calle Agustín Cazares s/n,Barrio Tepexi Ocuituco,62850,Cel. (735) 120 21 04,,,,,18.87112,-98.77522,http://sic.gob.mx/ficha.php?table=museo&table_id=1846,10/7/2019 04:28,
880,Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán,Antropología,1/1/1994,Secretaría de Cultura/INAH,17,Morelos,20,Tepoztlán,1,Tepoztlán,Envila y No Reelección s/n,Zona Centro,62520,739 395 0255,https://www.inah.gob.mx/red-de-museos/248-museo-ex-convento-de-tepoztlan-museo-de-la-natividad,,mcdh.mor@inah.gob.mx; exconventodetepoztlan@yahoo.com.mx,,18.98661,-99.09969,http://sic.gob.mx/ficha.php?table=museo&table_id=880,10/3/2022 07:16,
747,Museo Comunitario de San Juan Tlacotenco,Historia,1000-01-01,Comunitario independiente,17,Morelos,20,Tepoztlán,1,Tepoztlán,"Domicilio conocido s/n, planta baja de la ayudantía municipal",Centro,62520,(739) 395 08 32,,,,,18.9856,-99.09902,http://sic.gob.mx/ficha.php?table=museo&table_id=747,12/13/2018 08:41,
754,Museo Comunitario Ce Acatl Topiltzin Quetzalcóatl (Un ave serpiente),TND,1/1/1996,Comité Cultural de Amatlán,17,Morelos,20,Tepoztlán,1,Tepoztlán,Quetzalcóatl s/n,Pueblo Amatlán de Quetzalcóatl,62525,(739) 395 18 95,,, cultural@amatlandequetzalcoatl.mx,,18.98611,-99.09822,http://sic.gob.mx/ficha.php?table=museo&table_id=754,6/19/2017 11:02,
752,Museo de Arte Prehispánico Colección Carlos Pellicer,Arqueología,7/24/1965,"Patronato Amigos de Tepoztlán, A.C.",17,Morelos,20,Tepoztlán,1,Tepoztlán,Arq. Pablo A. González 2,Centro,62520,739 395 10 98,,http://www.travelbymexico.com/tepoztlan/atractivos/?nom=1275950242,,,18.98555,-99.09879,http://sic.gob.mx/ficha.php?table=museo&table_id=752,12/11/2023 08:51,
109,Museo de la Revolución de Sur: Ex Cuartel de Zapata,Historia,4/10/1969,Dirección General de Museos y Exposiciones,17,Morelos,24,Tlaltizapán de Zapata,1,Tlaltizapán,Vicente Guerrero 2,Centro,62770,734 341 51 26,,,museorevoluciondelsur@hotmail.com,,18.68731,-99.11908,http://sic.gob.mx/ficha.php?table=museo&table_id=109,6/23/2023 08:47,
301,Museo Comunitario Rubén Jaramillo,TND,5/23/1995,"Unión de Pueblos de Morelos, A.C.",17,Morelos,25,Tlaquiltenango,1,Tlaquiltenango,Av. Morelos s/n esq. Emiliano Zapata,Centro,62980,"734 342 14 32, 734 342 14 77",,,presidenciatlaquiltenango@hotmail.com,,18.63626,-99.16127,http://sic.gob.mx/ficha.php?table=museo&table_id=301,5/26/2023 09:05,
1612,Museo Comunitario de Chimalacatlán,Antropología,8/3/2013,Comunidad de Chimalacatlán,17,Morelos,25,Tlaquiltenango,6,Chimalacatlán,Domicilio conocido,Centro,62900,(734) 342 14 32,,,,,18.6348438,-99.1620268,http://sic.gob.mx/ficha.php?table=museo&table_id=1612,2/23/2017 11:05,X
339,Museo del Centro Cultural La Cerería,Historia,2/2/1991,Ayuntamiento de Tlayacapan,17,Morelos,26,Tlayacapan,1,Tlayacapan,Plaza de la Corregidora s/n,Centro,62540,735 357 67 27 3.,,, cultura@tlayacapan.gob.mx ,,18.95667,-98.98383,http://sic.gob.mx/ficha.php?table=museo&table_id=339,6/23/2022 06:33,
656,Museo Ex Convento de San Juan Bautista,Arte,10/5/1996,"Museo Ex Convento de San Juan Bautista, A.C.",17,Morelos,26,Tlayacapan,1,Tlayacapan,Av. Justo Sierra s/n,Centro,62540,(735) 357 73 12,http://mediateca.inah.gob.mx/repositorio/islandora/object/guia%3A233,,,,18.95605,-98.98153,http://sic.gob.mx/ficha.php?table=museo&table_id=656,7/29/2021 05:29,
749,Museo Comunitario de Totolapan,TND,1000-01-01,Ayuntamiento de Totolapan,17,Morelos,27,Totolapan,1,Totolapan,Domicilio conocido,Centro,62830,(735) 353 21 91,,,culturatotolapan@hotmail.com,,18.98812,-98.92176,http://sic.gob.mx/ficha.php?table=museo&table_id=749,3/7/2019 08:16,
680,Museo del Campesino Dr. Emeterio González Orduña,Arqueología,3/29/1974,Ayuntamiento de Xochitepec/Centro Cultural Xochitepequense,17,Morelos,28,Xochitepec,1,Xochitepec,Rep. de Guatemala 2 esq. Argentina,Centro,62790,777 361 4282 ext. 105,https://www.xochitepec.gob.mx/atractivos-turisticos,,direccion-educacion@xochitepec.gob.mx,,18.78394,-99.22951,http://sic.gob.mx/ficha.php?table=museo&table_id=680,10/13/2023 11:18,
750,Museo del Chinelo,Antropología,3/7/2005,"Grupo Cultural Yautepec, A.C.",17,Morelos,29,Yautepec,1,Yautepec de Zaragoza,Niño 34,Centro,62730,739 394 04 89,,https://www.facebook.com/museodelchinelo?fref=ts,museodelchinelo@hotmail.com,,18.88619,-99.06219,http://sic.gob.mx/ficha.php?table=museo&table_id=750,7/8/2021 11:55,
746,Museo Comunitario San Esteban Tetelpan,Arqueología,12/1/1997,"Museo Comunitario San Esteban Tetelpan, A.C.",17,Morelos,31,Zacatepec,1,Zacatepec de Hidalgo,"Ex Curato de la Iglesia de San Esteban, Santos Degollado s/n",Col. Zacatepec de Hidalgo,62780,(734) 347 27 47,http://www.morelosturistico.com/espanol/pagina/z_101_Museo_San_Esteban_Tetelpan.php,,museosanestebantetelpa@hotmail.com,,18.6595,-99.1953,http://sic.gob.mx/ficha.php?table=museo&table_id=746,12/13/2018 08:42,
734,Museo Comunitario Zoloxúchitl,TND,1000-01-01,Comunitario independiente,17,Morelos,32,Zacualpan de Amilpas,6,Tlacotepec,Plaza de la Constitución s/n esq. Miguel Hidalgo,Centro,62895,(731) 170 41 79 ,,,,,18.81408,-98.75151,http://sic.gob.mx/ficha.php?table=museo&table_id=734,6/20/2016 11:45,
5,Museo de Sitio de Coatetelco,Arqueología,1/1/1977,Secretaría de Cultura/INAH,17,Morelos,34,Coatetelco,1,Coatetelco Centro,Amargura s/n,Centro,62606,777 312 31 08 ext. 258021,http://www.inah.gob.mx/es/red-de-museos/252-museo-de-sitio-de-coatetelco,,javier_solis@inah.gob.mx,,18.72626,-99.32593,http://sic.gob.mx/ficha.php?table=museo&table_id=5,4/12/2022 08:34,
643,Casa Museo Vladimir Cora,Arte,4/20/1999,Particular,18,Nayarit,1,Acaponeta,1,Acaponeta,Puebla 1 Sur ,Centro,63430,325 252 03 53,,,coravladimir@hotmail.com,,22.49134,-105.36013,http://sic.gob.mx/ficha.php?table=museo&table_id=643,4/2/2023 06:10,
362,Museo Local de Compostela,Arqueología,2/1/1977,Secretaría de Cultura/INAH,18,Nayarit,4,Compostela,1,Compostela,Juárez esq. Zaragoza s/n,Centro,63700,311 216 30 22,http://www.inah.gob.mx/es/red-de-museos/271-museo-de-compostela,https://mediateca.inah.gob.mx/islandora_74/islandora/object/museo:1412,othon_quiroga@inah.gob.mx,,21.23633,-104.89994,http://sic.gob.mx/ficha.php?table=museo&table_id=362,10/3/2022 07:19,
341,Museo de la Casa de Cultura de Ixtlán del Río,Arqueología,1/1/1996,Ayuntamiento de Ixtlán del Río,18,Nayarit,6,Ixtlán del Río,1,Ixtlán del Río,Av. Miguel Hidalgo 45,Centro Histórico,63940,324 243 45 04,,,cultura.gobixtlan@gmail.com,,21.03485,-104.36798,http://sic.gob.mx/ficha.php?table=museo&table_id=341,11/7/2023 08:47,
640,Museo Comunitario de Jala,Arqueología,1/1/1992,Patronato de la Casa de Cultura/Ayuntamiento de Jala,18,Nayarit,7,Jala,1,Jala,José María Salazar  14 ,Centro,63880,,,,,,21.1051,-104.43776,http://sic.gob.mx/ficha.php?table=museo&table_id=640,5/12/2015 10:20,
2141,Museo de Arte Sacro ,,12/20/2020,Ayuntamiento de Jala,18,Nayarit,7,Jala,1,Jala,Calles Hidalgo y Morelia,Centro,63890,,,,,,21.10403,-104.43615,http://sic.gob.mx/ficha.php?table=museo&table_id=2141,9/7/2021 05:10,
2297,Museo de Sitio Islas Marías (iSma),,4/9/2022,Secretaría de Marina,18,Nayarit,12,San Blas,1,San Blas,Isla María Madre,Puerto Balleto,63778,56 2433 3058,https://visitaislasmarias.com/,,contacto@visitaislasmarias.com,,21.63371,-106.53803,http://sic.gob.mx/ficha.php?table=museo&table_id=2297,12/20/2022 09:45,
457,Museo Comunitario de Santiago Ixcuintla,Historia,1/1/1992,Junta Vecinal Pro Conservación y Difusión del Patrimonio Histórico y Cultural y Museo Comunitario / Ayuntamiento de Santiago Ixcuintla,18,Nayarit,15,Santiago Ixcuintla,1,Santiago Ixcuintla,Jardín Juárez s/n,Centro,63300,323 235 25 64,,,,,21.81096,-105.20838,http://sic.gob.mx/ficha.php?table=museo&table_id=457,2/16/2023 07:31,
483,Museo del Origen,Historia,1/1/2011,Consejo Estatal para La Cultura y  las Artes de Nayarit,18,Nayarit,15,Santiago Ixcuintla,38,Mexcaltitán de Uribe,Porfirio Díaz 1,Isla de Mexcaltitán,63560,,,,islacaxala@hotmail.com,,21.90594,-105.47523,http://sic.gob.mx/ficha.php?table=museo&table_id=483,7/29/2021 05:53,
1405,Centro de Arte Contemporáneo Emilia Ortiz,Arte,9/24/2010,Consejo Estatal para la Cultura y las Artes de Nayarit,18,Nayarit,17,Tepic,1,Tepic,Miguel Hidalgo 17 Ote.,Centro,63000,311  216 93 89 ,,,cac.emiliaortiz.cecan@nayarit.gob.mx,,21.51089,-104.89174,http://sic.gob.mx/ficha.php?table=museo&table_id=1405,2/20/2023 06:51,
1574,Museo Interactivo de Ciencias e Innovación de Nayarit,Ciencia y tecnología,8/11/2011,Instituto Tecnológico de Tepic,18,Nayarit,17,Tepic,1,Tepic,Av. de la Salud s/n,Ciudad Industrial,63173,311 122 6372,,,miceinayarit@gmail.com,COCYTENAYARIT,21.4816,-104.84948,http://sic.gob.mx/ficha.php?table=museo&table_id=1574,1/13/2021 07:30,
1507,Museo de los Cinco Pueblos,Antropología,11/16/2010,Centro Estatal de Culturas Populares e Indígenas /Consejo Estatal para la Cultura y las Artes de Nayarit,18,Nayarit,17,Tepic,1,Tepic,Av. México 115 Nte. ,Centro,63000,,http://cecan.nayarit.gob.mx/,, cecupi.cecan@nayarit.gob.mx,,21.51029,-104.89242,http://sic.gob.mx/ficha.php?table=museo&table_id=1507,2/20/2023 07:00,
282,Casa Museo Juan Escutia,Historia,3/13/1990,Consejo Estatal para la Cultura y las Artes de Nayarit,18,Nayarit,17,Tepic,1,Tepic,Miguel Hidalgo 71 Ote.,Centro,63000,(311) 212 33 90,,,museojuanescutia.cecan@nayarit.gob.mx,,21.51047,-104.89079,http://sic.gob.mx/ficha.php?table=museo&table_id=282,5/29/2023 08:49,
261,Museo Regional de Nayarit,Arqueología,7/29/1949,Secretaría de Cultura/INAH,18,Nayarit,17,Tepic,1,Tepic,Av. México Nte. 91,Centro,63000,311 212 19 00,http://www.inah.gob.mx/es/red-de-museos/257-museo-regional-de-nayarit,,miguel_delgado@inah.gob.mx,,21.50998,-104.89263,http://sic.gob.mx/ficha.php?table=museo&table_id=261,10/3/2022 07:17,
271,Casa Museo Amado Nervo,Historia,4/27/1967,Consejo Estatal para la Cultura y las Artes de Nayarit,18,Nayarit,17,Tepic,1,Tepic,Zacatecas 284 Nte. ,Centro,63000,(311) 212 29 16,,,casamuseoamadonervo.cecan@nayarit.gob.mx,,21.51241,-104.8904,http://sic.gob.mx/ficha.php?table=museo&table_id=271,10/27/2022 08:03,
369,Museo de Antropología e Historia de Allende,Historia,3/12/1986,Ayuntamiento de Allende,19,Nuevo León,4,Allende,1,Ciudad de Allende,Allende s/n ,Centro,67350,(826) 268 67 40,,,culturaallende@hotmail.com; desarrollo.allende@hotmail.com,,25.27874,-100.01923,http://sic.gob.mx/ficha.php?table=museo&table_id=369,7/16/2015 17:18,
605,Museo Profr. Moisés Sáenz Garza,Historia,12/1/1988,Casa de Cultura/Ayuntamiento de Apodaca,19,Nuevo León,6,Apodaca,1,Ciudad Apodaca,Padre Mier s/n ,Centro,66600,(81) 8386 1991,,https://www.facebook.com/pages/MUSEO-CASA-DE-LA-CULTURA-MOIS%C3%89S-S%C3%81ENZ-GARZA/206208252791718,culturaapodaca@hotmail.com; museoapodaca@hotmail.com,,25.78023,-100.18507,http://sic.gob.mx/ficha.php?table=museo&table_id=605,7/11/2016 13:20,
1941,Museo de las Cosas Simples,,8/6/2016,Fundación Mundo Sustentable A.C.,19,Nuevo León,8,Bustamante,1,Bustamante,Gral Mariano Escobedo 403,Col. Las Flores,65150,(81) 8017 8184,,,bustamante.magico@outlook.com,,26.5346,-100.50052,http://sic.gob.mx/ficha.php?table=museo&table_id=1941,1/13/2021 07:57,
1946,Museo de la Memoria Viva,,9/13/2012,"Mundo Sustentable, A.C.",19,Nuevo León,8,Bustamante,1,Bustamante,Juárez s/n entre Zaragoza y Gral. Naranjo,Centro,65150,(045) 829 101 77 29,,https://www.facebook.com/pages/category/Nonprofit-Organization/Museo-de-la-Memoria-Viva-109125492596312/,licmorenocantu@gmail.com,,26.536,-100.50498,http://sic.gob.mx/ficha.php?table=museo&table_id=1946,3/12/2019 04:23,
2367,Museo de Historia de Cadereyta Jimenez,,11/11/2016,Ayuntamiento de Cadereyta Jímenez,19,Nuevo León,9,Cadereyta Jiménez,1,Cadereyta Jiménez,Martín de Zavala 501 Sur ,Ejido Cadereyta,67450,828 269 09 00,,,manuel_hdz07@hotmail.com,,25.6018,-100.0069,http://sic.gob.mx/ficha.php?table=museo&table_id=2367,5/22/2023 07:58,
1433,Museo General Ponciano Cisneros  Quiroga,Historia,10/25/2006,Ayuntamiento de Ciénega de Flores ,19,Nuevo León,12,Ciénega de Flores,1,Ciénega de Flores,Morelos s/n ,Centro,65550,(825) 238 09 76,,,rafaelrios1982@hotmail.com; casadelacultura1518@hotmail.com,,25.95205,-100.16937,http://sic.gob.mx/ficha.php?table=museo&table_id=1433,7/8/2021 04:40,
477,Museo El Ojo,Arte,4/12/2000,Particular,19,Nuevo León,18,García,1,García,Hidalgo 100,Centro,66000,(81) 8363 1811,,https://www.facebook.com/pages/Museo-del-Ojo/116483261779323,cultura@garcia.gob.mx; foto.xavy@gmail.com; mauriciofdz@prodigy.net.mx,,25.81171,-100.59597,http://sic.gob.mx/ficha.php?table=museo&table_id=477,7/9/2018 06:40,
2164,Museo del Antiguo Palacio Municipal ,,1/18/2019,Ayuntamiento de García,19,Nuevo León,18,García,1,García,Garza Ayala 103,Centro Histórico,66000,,,,,,25.80049,-100.58547,http://sic.gob.mx/ficha.php?table=museo&table_id=2164,5/19/2023 11:56,
606,Museo El Centenario,Historia,12/1/1982,Ayuntamiento de San Pedro Garza García/Secretaría de Cultura de San Pedro Garza García,19,Nuevo León,19,San Pedro Garza García,1,San Pedro Garza García,Libertad 116 Ote.,Centro,66200,(81) 8400 4539 y 40,,https://www.facebook.com/pages/El-Centenario-Museo-de-Historia-de-San-Pedro/187494861296348,muce@sanpedro.gob.mx,museocentenario,25.66459,-100.40176,http://sic.gob.mx/ficha.php?table=museo&table_id=606,4/4/2017 10:21,
1410,Museo Histórico Regional,Especializado,1/1/2009,Ayuntamiento de General Bravo,19,Nuevo León,20,General Bravo,1,General Bravo,5 de Mayo s/n,Centro,67000,823 234 02 04,,,presidencia@generalbravonl.gob.mx,,25.79322,-99.18115,http://sic.gob.mx/ficha.php?table=museo&table_id=1410,11/9/2023 08:49,
1317,Museo Histórico de Escobedo,Historia,10/27/2006,Ayuntamiento de Escobedo,19,Nuevo León,21,General Escobedo,1,Ciudad General Escobedo,Lic. Raúl Caballero Escamilla 101 ,Centro,66050,(81) 8220 6100 ext. 1307,,http://www.escobedo.gob.mx/,educacionescobedo@hotmail.com; cculturaescobedo@yahoo.com.mx,,25.80831,-100.32296,http://sic.gob.mx/ficha.php?table=museo&table_id=1317,7/9/2018 06:09,
2019,Museo Municipal de General Zaragoza,,1000-01-01,Ayuntamiento de General Zaragoza,19,Nuevo León,24,General Zaragoza,1,General Zaragoza,Calle 5 de Mayo s/n,Centro,67960,826 213 3099 ext 101,https://generalzaragozanl.gob.mx/index,,educacionculturaydeporte2023@outlook.gob,,23.97328,-99.77247,http://sic.gob.mx/ficha.php?table=museo&table_id=2019,10/18/2023 05:42,
349,Museo Río Blanco,Antropología,3/3/2000,Ayuntamiento de General Zaragoza,19,Nuevo León,24,General Zaragoza,1,General Zaragoza,5 de Febrero núm. 5,Centro,67960,(826) 213 30 99,,https://www.facebook.com/Zaragoza.NuevoLeon.Mexico/timeline,melva_771@hotmail.com; museorioblanco@gmail.com,,23.9742,-99.77249,http://sic.gob.mx/ficha.php?table=museo&table_id=349,7/12/2016 12:28,
581,Museo Hacienda San Pedro,Historia,3/30/1990,Centro de Información de Historia Regional-Hacienda San Pedro Celso Garza Guajardo/Universidad Autónoma de Nuevo León,19,Nuevo León,25,General Zuazua,1,General Zuazua,Carr. Monterrey-Zuazua km 4.5 ,Centro,65750,81 5247 0510,http://haciendasanpedro.uanl.mx/museo/,,cihruanl@gmail.com,,25.89187,-100.11739,http://sic.gob.mx/ficha.php?table=museo&table_id=581,6/9/2022 07:29,
443,Museo de Guadalupe Mtro. Israel Cavazos,Antropología,7/15/2004,"Patronato Cultural de Ciudad Guadalupe, N.L., A.C./Ayuntamiento de Guadalupe",19,Nuevo León,26,Guadalupe,1,Guadalupe,. Barbadillo s/n Hidalgo,Centro,67100,81  8030 6198,,,museo@guadalupe.gob.mx,MuseoDeCiudadGuadalupe  ,25.67722,-100.26002,http://sic.gob.mx/ficha.php?table=museo&table_id=443,7/11/2022 02:15,
590,Museo de Historia de Higueras,Historia,12/11/1995,Ayuntamiento de Higueras,19,Nuevo León,28,Higueras,1,Higueras,Coronel Ruperto Martínez 100 ,Centro,65700,825 248 20 02,,https://www.facebook.com/pages/Museo-de-Historia-de-Higueras/1423204711266526,giovani.ma@gmail.com; presidencia_higueras@hotmail.com ,,25.96159,-100.01461,http://sic.gob.mx/ficha.php?table=museo&table_id=590,7/29/2021 08:43,
1318,SUNMART Museo de Arte,Arte,8/4/2008,"Grupo Sun Mall, A.C.",19,Nuevo León,31,Juárez,1,Ciudad Benito Juárez,Av. de la Industria 555,Parque Corporativo San Engracia,67275,81  1366 1900,,,sunmart@sunmall.com.mx,,25.6501,-100.11197,http://sic.gob.mx/ficha.php?table=museo&table_id=1318,6/27/2022 06:06,
603,Museo de Linares,Historia,9/24/1997,"Museo de Linares, A.C.",19,Nuevo León,33,Linares,1,Linares,Morelos 105 Pte. ,Centro,67700,(821) 212 60 00,,https://es-la.facebook.com/museolinaresac/,museolinaresac@gmail.com,,24.85893,-99.56846,http://sic.gob.mx/ficha.php?table=museo&table_id=603,9/2/2021 02:55,
351,Museo Comunitario de Mier y Noriega,Ciencia y tecnología,3/8/2000,Ayuntamiento de Mier y Noriega,19,Nuevo León,36,Mier y Noriega,1,Mier y Noriega,Aldama e Hidalgo s/n,Centro,67980,,,,diegoramirez8606@gmail.com; admon2015-2018@outlook.com; maricela1608@yahoo.com.mx ,,23.42276,-100.11964,http://sic.gob.mx/ficha.php?table=museo&table_id=351,3/8/2019 09:20,
358,Museo Bernabé de las Casas ,Antropología,10/22/1988,Patronato de Promoción y Desarrollo Sociocultural de Mina/Ayuntamiento de Mina,19,Nuevo León,37,Mina,1,Mina,Hidalgo 909,Centro,65100,829 288 00 82,,,museobernabedelascasas@yahoo.com.mx,,26.00091,-100.52717,http://sic.gob.mx/ficha.php?table=museo&table_id=358,6/9/2022 04:41,
582,Museo de Sitio  de la Zona Arqueológica de Boca de Potrerillos,Arqueología,11/29/1994,Secretaría de Cultura/INAH,19,Nuevo León,37,Mina,1,Mina,Carr. a Monclova km. 49.3,Ejido de Potrerillos,65100,(81) 8333 9751,https://www.inah.gob.mx/zonas/184-zona-arqueologica-boca-de-potrerillos,, bodepotrerillos@inah.gob.mx,,26.06723,-100.61215,http://sic.gob.mx/ficha.php?table=museo&table_id=582,12/16/2021 04:22,
1183,Museo del Noreste (MUNE),Historia,9/21/2007,Gobierno del Estado de Nuevo León,19,Nuevo León,39,Monterrey,1,Monterrey,Dr. Coss 445,Centro,64000,81 2033 9898 ext. 116,https://www.3museos.com/sobre-3-museos/museo-del-noreste/,,igonzalez@3museos.com,3museos,25.67071,-100.30663,http://sic.gob.mx/ficha.php?table=museo&table_id=1183,6/27/2022 04:35,
1320,Museo del Palacio (Cerrado temporalmente),Historia,8/30/2008,Gobierno del Estado de Nuevo León,19,Nuevo León,39,Monterrey,1,Monterrey,5 de Mayo s/n,Centro,64000,81 2033 9900,https://www.3museos.com/sobre-3-museos/museo-del-palacio/,,igonzalez@3museos.com,3museos,25.67143,-100.30642,http://sic.gob.mx/ficha.php?table=museo&table_id=1320,5/3/2023 07:26,
616,Museo Metropolitano de Monterrey,Historia,9/29/1995,Ayuntamiento de Monterrey/Dirección de Cultura,19,Nuevo León,39,Monterrey,1,Monterrey,Zaragoza Sur s/n,Centro,64000,81 8344 2503,,https://www.mexicoescultura.com/recinto/53389/museo-metropolitano-de-monterrey.html,museometropolitanooficial@gmail.com,MuseoMonterrey,25.66615,-100.31127,http://sic.gob.mx/ficha.php?table=museo&table_id=616,6/1/2023 08:48,
1765,El Museo del Dulce,Especializado,4/23/2015,Ayuntamiento de Monterrey,19,Nuevo León,39,Monterrey,1,Monterrey,"Diego de Montemayor 444, Paseo Santa Lucía",Centro,64000,81  8344 2639,,,elmuseodeldulce@outlook.com,,25.67147,-100.30717,http://sic.gob.mx/ficha.php?table=museo&table_id=1765,6/9/2022 04:35,
101,Museo del Vidrio (MUVI),Arte,12/6/1991,"Vitro, S.A. de C.V.",19,Nuevo León,39,Monterrey,1,Monterrey,Escobedo 1735,Col. Treviño,64570,81 8863 1052,http://www.museodelvidrio.com/,,museov@vitro.com,MuseodelVidrio,25.68901,-100.30617,http://sic.gob.mx/ficha.php?table=museo&table_id=101,6/27/2022 05:23,
584,Pinacoteca de Nuevo León,Arte,7/13/1990,Consejo para la Cultura y las Artes de Nuevo León/Centro Cultural Universitario Colegio Civil,19,Nuevo León,39,Monterrey,1,Monterrey,Av. Juárez y Washington s/n,Centro,64000,81 1340 4358 y 62,http://conarte.org.mx/pinacoteca-nuevo-leon/,,elozano@conarte.org.mx,,25.67445,-100.31567,http://sic.gob.mx/ficha.php?table=museo&table_id=584,6/27/2022 05:39,
589,Museo La Casa de los Títeres,Arte,11/12/1994,"Baúl Teatro, A.C.",19,Nuevo León,39,Monterrey,1,Monterrey,Padre Raymundo Jardón 910,Barrio Antiguo,64000,81 8343 0604,,https://www.facebook.com/MuseoLaCasaDeLosTiteres/,baul@baulteatro.com,,25.66482,-100.30776,http://sic.gob.mx/ficha.php?table=museo&table_id=589,1/4/2024 08:11,
613,Museo Estatal de Culturas Populares de Nuevo León,Arte,3/11/1992,CONARTE,19,Nuevo León,39,Monterrey,1,Monterrey,Mariano Abasolo 1024,"Centro, Barrio Antiguo",64000,(81) 8344 3030,http://conarte.org.mx/museo-estatal-culturas-populares/,, gnevares@conarte.gob.mx,,25.6655,-100.30652,http://sic.gob.mx/ficha.php?table=museo&table_id=613,12/13/2018 08:55,
2364,La Casa del Liderazgo Humanista,,3/31/2022,"Centro Eugenio Garza Sada, AC",19,Nuevo León,39,Monterrey,1,Monterrey,Cerro del Obispado 603,Col. Obispado,64000,81 5980 1002,https://www.bienvenidosalacasa.mx,,info@cegs.mx; hola@bienvenidosalacasa.mx; lacasa@cegs.mx,,25.6728,-100.34076,http://sic.gob.mx/ficha.php?table=museo&table_id=2364,5/18/2023 13:04,
1197,Museo del Acero Horno3,Ciencia y tecnología,8/17/2007,"Patronato Museo del Acero, A.C./Parque Fundidora",19,Nuevo León,39,Monterrey,1,Monterrey,Av. Fundidora y Adolfo Prieto s/n,Col. Obrera,64010,81 3158 6555,http://www.horno3.org/,,info@horno3.org,horno3,25.67607,-100.28282,http://sic.gob.mx/ficha.php?table=museo&table_id=1197,6/9/2022 07:53,
530,Museo de Sitio de Arqueología Industrial Parque Fundidora,Ciencia y tecnología,2/24/2001,Gobierno del Estado de Nuevo León/Parque Fundidora,19,Nuevo León,39,Monterrey,1,Monterrey,Av. Fundidora y Adolfo Prieto s/n,Col. Obrera,64010,81 8126 8500,http://www.parquefundidora.org,,info@parquefundidora.org,,25.67889,-100.28436,http://sic.gob.mx/ficha.php?table=museo&table_id=530,8/26/2021 10:16,
2349,Museo Universitario de Ciencias,,4/19/2023,Facultad de Ciencias Físico Matemáticas/Universidad Autónoma de Nuevo León (UANL) ,19,Nuevo León,39,Monterrey,1,Monterrey,Vicente Suárez 1060 nte.,Col. Modelo,64580,81 8329 4000 ext. 3369,https://www.fcfm.uanl.mx/museo,,museouniversitario@uanl.edu.mx,https://twitter.com/FCFMUANL,25.68268,-100.29522,http://sic.gob.mx/ficha.php?table=museo&table_id=2349,4/26/2023 06:52,
612,"Museo Regional de Nuevo León, Ex Obispado",Historia,9/20/1956,Secretaría de Cultura/INAH,19,Nuevo León,39,Monterrey,1,Monterrey,Fray Rafael Verger s/n,Col. Obispado,64060,81 8333 9588,,http://www.inah.gob.mx/red-de-museos/272-museo-regional-de-nuevo-leon,museo_obispado@inah.gob.mx; roberto_velasco@inah.gob.mx,,25.6732,-100.34222,http://sic.gob.mx/ficha.php?table=museo&table_id=612,10/4/2022 16:22,
513,Museo de Autos y del Transporte de Monterrey Humberto Lobo Villarreal,Especializado,7/13/1990,"Museo de Autos y del Transporte de Monterrey, A.C.",19,Nuevo León,39,Monterrey,1,Monterrey,Av. Alfonso Reyes 1000,Col. Regina,64000,81  8331 3890,,,museodelauto@hotmail.com,,25.71347,-100.31157,http://sic.gob.mx/ficha.php?table=museo&table_id=513,10/11/2023 08:43,
